,AspectRatio,MADX,MADY,AvgU,MADU,AvgV,MADV,CorrXY,CorrXP,CorrXU,CorrXV,CorrYP,CorrYU,CorrYV,CorrPU,CorrPV,CorrUV,NumXMin,NumXMax,NumYMin,NumYMax,NumUMin,NumUMax,NumVMin,NumVMax,Character
0,1.5666666666666662,0.1555152333868315,0.3363137849296542,0.4025127583194798,1.2078994730604293,-0.736807995268622,3.0834483879687102,-0.14394321507070423,-0.24194394497916916,0.6710106989398226,0.2867509621283312,0.05925555475141823,-0.533324441867857,0.6978197735814918,-0.15486242594714963,0.0547231495080567,0.1470132495547624,1,0,1,1,2,1,2,2,A
0,3.6790123456790145,0.15147215523430588,0.598794174384228,0.08723678799818856,0.8259154093972642,-1.4573837506716276,3.109002768152242,-0.415115748092513,0.4673915453388447,0.34474724151932973,0.1178264120447782,-0.5668213768062461,0.2073659334985311,0.31981610662648474,0.37920144055692856,-0.32089975803005494,0.3391449991284591,0,1,1,1,1,1,3,1,B
0,1.8666666666666698,0.22373412783523772,0.515178853324436,0.5041184310243855,2.0142272167762902,-1.1319220542453752,1.6364337652223215,0.18999167283928756,-0.8000965897506245,0.5882849019064198,0.9456917512793108,-0.10609629775714532,-0.2547478247946153,0.34874419114801586,-0.6673818977154687,-0.6738257193672924,0.39116826565120566,0,0,0,1,1,1,1,0,C
0,2.0476190476190457,0.1838397134912098,0.3128625343673048,0.34870699038639497,1.2160115417812263,-0.369592938214726,3.3786665275677357,0.5129988088889889,0.0019191035336220176,0.4817222778802587,0.20818691597123898,0.4087007963873888,-0.1684811187169319,0.5736942043823335,-0.002655583346070432,0.29354868876526297,0.2920341483834451,1,0,1,1,2,0,2,1,D
0,1.4054054054054048,0.1971694229443233,0.3152780774505623,0.6926420907562412,1.633679402808239,-0.350906688419344,2.033642684169083,-0.1112106972540931,-0.3340644987137043,0.6163719949641182,0.6517923034570725,0.2454454473748461,-0.7354244610712141,0.4604157530606193,-0.323027628144987,-0.5175533198780273,0.13603527911686492,1,1,1,1,2,2,1,1,E
0,2.7741935483871107,0.13142122078292026,0.4757184691147181,0.4852427433982343,1.0347222056634333,-0.8523790708510544,2.635509273079017,0.40277244539998025,-0.4864459274691136,0.4534418882045497,0.1941770208776989,-0.0886107076439325,-0.31577010577972253,0.5278138679814262,-0.14630948440605246,-0.30802400587612483,0.12160913236324823,0,0,0,1,2,3,1,1,F
0,2.5777777777777944,0.16833776769519837,0.43464212470103586,-0.7171662133612325,1.8242390496183385,-1.089652959390856,2.3298427792445993,0.2995150569807704,0.03765639906645255,0.5876806321668924,0.15836589143701416,-0.20118768200445897,0.13250514256418955,0.5992448853686462,-0.013349831421421106,-0.4617254418425032,0.056085127256753374,1,0,1,1,2,2,3,3,G
0,4.454545454545453,0.14950975764186625,0.6540458604142594,0.42276306585051326,0.4630080865914124,-2.0355215813527208,3.0234950664309603,-0.5370268544452537,0.025278012411143202,0.7169028759759248,0.04454352640521277,-0.4776279610535323,-0.4756254135303892,0.24967140585019898,0.4602102325973009,0.0795669153357093,0.4637284085349883,0,0,0,1,1,1,2,1,H
0,5.8974358974358925,0.09738287743119901,0.7343855703055291,0.20714197428494832,0.8368713839946917,-0.00838735804438165,3.3600571099935768,-0.20787012876453348,-0.42080915052420076,0.5726527636589964,0.4529463614791831,-0.3852003817192741,-0.8148396373308817,0.5247228892243886,-0.01349612957284454,-0.8011900774911286,-0.15997608364945914,0,0,1,0,1,1,1,0,I
0,3.820512820512805,0.10694445641785262,0.5892327117894525,-0.5265860783962996,0.8897886311218385,-1.2731327076866235,3.082252898338793,0.6417046227572012,0.27441349707787954,0.8362449531538779,-0.1759773612451287,-0.3186469818121941,0.6008427619100527,0.4982636911471781,0.21288100917910174,-0.6797705696230594,-0.12027341186352006,0,0,1,0,1,0,1,1,J
0,3.353535353535354,0.11796589347596446,0.5130977037514406,0.3606189732797084,1.1446580917680862,-1.4580958512611633,3.0513123261535453,0.14484084274442938,-0.32522639147813176,0.618886476118374,0.4887206049393358,-0.4676831544734432,0.0431312614540568,0.3147054770602123,-0.3265950235680132,-0.1484989383476094,0.7953782313968163,1,0,1,1,2,1,2,1,K
0,4.999999999999996,0.14562047631248645,0.6333225454791068,0.42203550255070205,0.7501256573902142,-1.687332202065897,4.544055234515205,0.6799164268820111,0.6117090793776535,0.2742869360679718,0.4173504153624641,0.837228293326089,-0.12648739728076233,0.596403802560846,-0.32425006190062666,0.4021121014326811,0.37531505853298314,1,0,0,1,1,1,1,1,L
0,1.1063829787234045,0.28063692961421455,0.25620074320459263,0.7840379172243888,0.8771582402060398,-1.3165053690966997,3.418419087685718,0.06630471487973245,0.05499527963283556,0.5936217434674127,0.111874257529777,0.08152695045276036,0.6373304126116869,0.7428516679147629,0.5013349547386042,0.5226508370112151,0.8217065981651673,0,0,2,2,1,2,2,3,M
0,1.655172413793104,0.27057550853395984,0.3699231266899005,0.652965873268311,0.647221860646513,-1.2994108699522369,3.65773847440764,0.12905994548123126,0.1375346584299304,0.5045596129783891,0.024078398187420642,-0.017442449718172794,0.35482657712912363,0.5611532964778868,0.4102907783020094,0.1296514106495123,0.7227187242363281,0,0,1,1,2,2,2,1,N
0,1.0000000000000009,0.23388429752066087,0.3020661157024795,-0.025196356951871682,1.781545459609463,0.11454920351979196,1.9258599909201524,0.22124080742925806,-0.048013814789689975,0.3865231168814162,0.9545328602951604,-0.5647764470613024,-0.739790834815481,0.3920745967359752,0.3945839521289698,0.011764072468659929,0.2267207446509969,0,1,1,0,2,1,1,1,O
0,2.942528735632177,0.18460635954899304,0.44581484251908843,0.16618010942894246,0.9108635182898529,-0.35274423500276686,3.506111580122155,0.6239799056616097,0.46214894535034784,0.3704342921622682,0.15946544695961634,-0.1221904961564087,0.5239761137806598,0.5180336160076969,0.4393048983962721,0.03564076860734262,0.6840573082032498,0,0,1,1,1,1,2,1,P
